factor_id,original_source,formula_semantic_summary,existing_family,existing_mechanism,proposed_economic_theme,proposed_subtheme,raw_eligibility,composite_eligibility,direction_authority_status,horizon_window,measurement_type,unit_dimension,dated_availability,authoritative_semantics,known_accepted_residual,semantic_resolved,unresolved_status,source_reference,exact_duplicate_group,exact_relation_scope,dense_lag_family,dense_lag,candidate_representative_role,candidate_composite_role,candidate_hybrid_role,inclusion_exclusion_reason,coverage_scope,full_coverage,worst_era_coverage,coverage_A,coverage_B,coverage_C,coverage_D,infinite_fraction,legacy_cluster_id_0_7,legacy_cluster_id_0_85,legacy_cluster_id_0_95,legacy_cluster_id_0_995
alpha360_VWAP14,alpha360,"Qlib Alpha360 expression: Ref($vwap, 14)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_14,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,14,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.956566791303811,0.9041901156631214,0.9467828597136451,0.9041901156631214,0.983475359620697,0.9975142548610968,0.0,dc7dc4ccc1bcc1a729c0,99abecbf5573d836c0b3,4cf5546667e57cd70fa6,bbefefa0fe381565e5ca
alpha360_VWAP15,alpha360,"Qlib Alpha360 expression: Ref($vwap, 15)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_15,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,15,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9562800706561596,0.903573992498598,0.9464173810515002,0.903573992498598,0.9833657661508239,0.9975039377119315,0.0,dc7dc4ccc1bcc1a729c0,34f23fccb4dbd1fe28cb,0d8192eab90b072b7d78,485b903bd2e2ef697d02
alpha360_VWAP16,alpha360,"Qlib Alpha360 expression: Ref($vwap, 16)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_16,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,16,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9560153359405236,0.9030015853900941,0.9460806280399472,0.9030015853900941,0.9832657621095647,0.9974956839925991,0.0,dc7dc4ccc1bcc1a729c0,34f23fccb4dbd1fe28cb,9c7302c0e5ffb148680a,42a4dbef3c0dd43a0de6
alpha360_VWAP17,alpha360,"Qlib Alpha360 expression: Ref($vwap, 17)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_17,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,17,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9557513541677647,0.9024414734223456,0.9457350363666737,0.9024414734223456,0.9831698678234257,0.9974881180832113,0.0,306dd709e0cf9595b3eb,fb1d02df222563a817aa,a0c465ad0e1243f6d8bf,3b9f92617f7a6ea88d27
alpha360_VWAP18,alpha360,"Qlib Alpha360 expression: Ref($vwap, 18)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_18,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,18,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9555004736010698,0.9018957057854785,0.9454155187454757,0.9018957057854785,0.9830787682515937,0.9974805521738234,0.0,306dd709e0cf9595b3eb,fb1d02df222563a817aa,d3a6be10cb3e2b92a146,0d58d8b65be7711016a7
alpha360_VWAP19,alpha360,"Qlib Alpha360 expression: Ref($vwap, 19)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_19,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,19,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9552556165773928,0.9013704300498705,0.945099536588966,0.9013704300498705,0.9829883536389484,0.9974736740743798,0.0,306dd709e0cf9595b3eb,fb1d02df222563a817aa,4775896fe00baa361f93,2e96f96db9531bd84be2
alpha360_VWAP20,alpha360,"Qlib Alpha360 expression: Ref($vwap, 20)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_20,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,20,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9550175360396108,0.9008594986451438,0.9448003478897253,0.9008594986451438,0.9828890345568759,0.9974661081649918,0.0,306dd709e0cf9595b3eb,d644a456a9384bc1a7a8,26c07d46d38336844056,8ae2fbf6f712e7fcc5e6
alpha360_VWAP21,alpha360,"Qlib Alpha360 expression: Ref($vwap, 21)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_21,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,21,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9547936108279209,0.90038886797956,0.944507788186775,0.90038886797956,0.9828040996177243,0.9974578544456596,0.0,306dd709e0cf9595b3eb,d644a456a9384bc1a7a8,be7d867052c4348015f9,59ec6277b2c38af0bef2
alpha360_VWAP22,alpha360,"Qlib Alpha360 expression: Ref($vwap, 22)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_22,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,22,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9545812809365405,0.899929166327981,0.9442426283351585,0.899929166327981,0.9827198496377594,0.9974482251064386,0.0,306dd709e0cf9595b3eb,69c1b696c1fed3e685b3,b19da01b19441c8adcb2,4ab09a58fe75a7272217
alpha360_VWAP23,alpha360,"Qlib Alpha360 expression: Ref($vwap, 23)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_23,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,23,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9543638310335948,0.899466732422901,0.9439628846917031,0.899466732422901,0.9826342297394209,0.9974420348169394,0.0,306dd709e0cf9595b3eb,69c1b696c1fed3e685b3,aaba38ad25e361d42b7b,c4527ea9c91b055d3616
alpha360_VWAP24,alpha360,"Qlib Alpha360 expression: Ref($vwap, 24)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_24,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,24,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9541635482282501,0.8990288887993317,0.9437171698958717,0.8990288887993317,0.9825472399227092,0.9974379079572733,0.0,306dd709e0cf9595b3eb,8b9c10f1738d819a3a5c,76463d6d3635e26a397f,f5b80ddd6e05e6ece026
alpha360_VWAP25,alpha360,"Qlib Alpha360 expression: Ref($vwap, 25)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_25,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,25,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9539601030628211,0.8985971927461401,0.9434599648398037,0.8985971927461401,0.9824575102692507,0.9974337810976072,0.0,306dd709e0cf9595b3eb,8b9c10f1738d819a3a5c,610c94e335ea403f8089,39078be26c126a16253f
alpha360_VWAP26,alpha360,"Qlib Alpha360 expression: Ref($vwap, 26)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_26,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,26,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9537787944179826,0.8981900869744596,0.9432500466239406,0.8981900869744596,0.9823705204525388,0.9974296542379409,0.0,306dd709e0cf9595b3eb,8b9c10f1738d819a3a5c,dafb76234d81cda0f516,181131f17bd479b9b42d
alpha360_VWAP27,alpha360,"Qlib Alpha360 expression: Ref($vwap, 27)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_27,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,27,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9535953775330881,0.8977781997591519,0.943032615545615,0.8977781997591519,0.9822903802276941,0.9974255273782748,0.0,306dd709e0cf9595b3eb,8b9c10f1738d819a3a5c,dafb76234d81cda0f516,883799231fd35942ddb9
alpha360_VWAP28,alpha360,"Qlib Alpha360 expression: Ref($vwap, 28)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_28,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,28,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9534173818369096,0.8973868044451032,0.9428187199319776,0.8973868044451032,0.9822109249620361,0.9974193370887756,0.0,084d1953fa6e95c9d420,7ad7bdd9a681975845d4,e0b93e5b5907a91b96d8,dd158e093b1f242a9689
alpha360_VWAP29,alpha360,"Qlib Alpha360 expression: Ref($vwap, 29)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_29,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,29,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9532422473236646,0.8969960921944299,0.9426105694484587,0.8969960921944299,0.9821328396147515,0.9974152102291095,0.0,084d1953fa6e95c9d420,7ad7bdd9a681975845d4,e0b93e5b5907a91b96d8,af2450b93a401873f3a0
alpha360_VWAP3,alpha360,"Qlib Alpha360 expression: Ref($vwap, 3)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_3,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,3,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9620665872562912,0.9160918119144013,0.9531904475279589,0.9160918119144013,0.9860103935706991,0.9981319081911286,0.0,4d67c4edaacfd610ed74,2cf2e4c7943d89b5b2db,f2146bac13724395f014,8754630351bc153fc9bd
alpha360_VWAP30,alpha360,"Qlib Alpha360 expression: Ref($vwap, 30)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_30,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,30,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9530761481249463,0.8966094783240084,0.9424267252846712,0.8966094783240084,0.9820540693082803,0.9974110833694434,0.0,084d1953fa6e95c9d420,7ad7bdd9a681975845d4,bd34cc5be5fc78f5fad8,109daa6c9ef8dfbf4020
alpha360_VWAP31,alpha360,"Qlib Alpha360 expression: Ref($vwap, 31)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_31,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,31,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.952911705400558,0.8962426732914707,0.942230065061389,0.8962426732914707,0.9819814636344893,0.997408332129666,0.0,084d1953fa6e95c9d420,7ad7bdd9a681975845d4,bd34cc5be5fc78f5fad8,129217575f32e4ed8122
alpha360_VWAP32,alpha360,"Qlib Alpha360 expression: Ref($vwap, 32)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_32,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,32,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9527572015221493,0.8958902125898143,0.9420568272916661,0.8958902125898143,0.9819006384504579,0.997408332129666,0.0,084d1953fa6e95c9d420,7ad7bdd9a681975845d4,fa2890a2cc225368682d,f2cee8df3f93f3e6e6d8
