factor,source,economic_family,research_usable,block_reason,authoritative_semantics,primary_family,economic_subfamily,mechanism,intended_role,data_horizon,definition,active,review_status,numeric_verification
alpha360_VWAP16,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 16)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP17,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 17)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP18,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 18)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP19,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 19)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP2,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 2)/$close Alpha360 batch V4 passed.",False,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP20,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($vwap, 20)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP21,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($vwap, 21)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP22,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 22)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP23,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 23)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP24,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 24)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP25,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($vwap, 25)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP26,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 26)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP27,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 27)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP28,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 28)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP29,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 29)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP3,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 3)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP30,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 30)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP31,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 31)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP32,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 32)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP33,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 33)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP34,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 34)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP35,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($vwap, 35)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP36,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 36)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP37,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 37)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP38,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 38)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP39,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 39)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP4,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 4)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP40,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 40)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP41,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 41)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP42,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 42)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP43,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 43)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP44,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 44)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP45,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($vwap, 45)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP46,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 46)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP47,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 47)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP48,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 48)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP49,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 49)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP5,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($vwap, 5)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP50,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($vwap, 50)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP51,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($vwap, 51)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP52,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($vwap, 52)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP53,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($vwap, 53)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP54,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($vwap, 54)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP55,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($vwap, 55)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP56,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($vwap, 56)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP57,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($vwap, 57)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP58,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($vwap, 58)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP59,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_short_to_medium,"Qlib Alpha360 expression: Ref($vwap, 59)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP6,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 6)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
alpha360_VWAP7,alpha360,PriceTrend,True,,factor_universe_v2_lineage_accepted_semantics,TechnicalPriceVolume,price_volume_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,daily_medium_to_long,"Qlib Alpha360 expression: Ref($vwap, 7)/$close Alpha360 batch V4 passed.",True,inherited_requires_reconciliation,not_yet_verified
