factor,proposal_role_0_7,proposed_representative_0_7,representation_sign_0_7,reason_0_7,all_views_comparable_peers_0_7,unknown_pair_count_0_7,proposal_role_0_85,proposed_representative_0_85,representation_sign_0_85,reason_0_85,all_views_comparable_peers_0_85,unknown_pair_count_0_85,proposal_role_0_95,proposed_representative_0_95,representation_sign_0_95,reason_0_95,all_views_comparable_peers_0_95,unknown_pair_count_0_95,proposal_role_0_995,proposed_representative_0_995,representation_sign_0_995,reason_0_995,all_views_comparable_peers_0_995,unknown_pair_count_0_995,mechanism,horizon,formula_units,replacement_hold_reason,canonical_representation_proposal,registration_status,user_decision,replacement_authority
alpha360_OPEN51,retain_semantic_or_horizon_variant,alpha360_OPEN51,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN51,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN51,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_OPEN51,1.0,Singleton is not evidence of independence,480,13,historical_open_to_current_close_ratio,lag_51,ratio,,,,pending,none_proposal_only
alpha360_OPEN52,retain_semantic_or_horizon_variant,alpha360_OPEN52,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN52,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN52,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_OPEN52,1.0,Singleton is not evidence of independence,480,13,historical_open_to_current_close_ratio,lag_52,ratio,,,,pending,none_proposal_only
alpha360_OPEN53,retain_semantic_or_horizon_variant,alpha360_OPEN53,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN53,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN53,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN53,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_open_to_current_close_ratio,lag_53,ratio,,,,pending,none_proposal_only
alpha360_OPEN54,retain_semantic_or_horizon_variant,alpha360_OPEN54,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN54,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN54,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN54,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_open_to_current_close_ratio,lag_54,ratio,,,,pending,none_proposal_only
alpha360_OPEN55,retain_semantic_or_horizon_variant,alpha360_OPEN55,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN55,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN55,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN55,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_open_to_current_close_ratio,lag_55,ratio,,,,pending,none_proposal_only
alpha360_OPEN56,retain_semantic_or_horizon_variant,alpha360_OPEN56,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN56,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN56,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN56,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_open_to_current_close_ratio,lag_56,ratio,,,,pending,none_proposal_only
alpha360_OPEN57,retain_semantic_or_horizon_variant,alpha360_OPEN57,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN57,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN57,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN57,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_open_to_current_close_ratio,lag_57,ratio,,,,pending,none_proposal_only
alpha360_OPEN58,retain_semantic_or_horizon_variant,alpha360_OPEN58,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN58,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN58,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN58,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_open_to_current_close_ratio,lag_58,ratio,,,,pending,none_proposal_only
alpha360_OPEN59,retain_semantic_or_horizon_variant,alpha360_OPEN59,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN59,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN59,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN59,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_open_to_current_close_ratio,lag_59,ratio,,,,pending,none_proposal_only
alpha360_OPEN6,retain_semantic_or_horizon_variant,alpha360_OPEN6,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN6,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN6,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_OPEN6,1.0,Singleton is not evidence of independence,480,13,historical_open_to_current_close_ratio,lag_6,ratio,,,,pending,none_proposal_only
alpha360_OPEN7,retain_semantic_or_horizon_variant,alpha360_OPEN7,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN7,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN7,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_OPEN7,1.0,Singleton is not evidence of independence,480,13,historical_open_to_current_close_ratio,lag_7,ratio,,,,pending,none_proposal_only
alpha360_OPEN8,retain_semantic_or_horizon_variant,alpha360_OPEN8,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN8,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN8,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_OPEN8,1.0,Singleton is not evidence of independence,480,13,historical_open_to_current_close_ratio,lag_8,ratio,,,,pending,none_proposal_only
alpha360_OPEN9,retain_semantic_or_horizon_variant,alpha360_OPEN9,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN9,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_OPEN9,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_OPEN9,1.0,Singleton is not evidence of independence,480,13,historical_open_to_current_close_ratio,lag_9,ratio,,,,pending,none_proposal_only
alpha360_VWAP10,retain_semantic_or_horizon_variant,alpha360_VWAP10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP10,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_10,ratio,,,,pending,none_proposal_only
alpha360_VWAP11,retain_semantic_or_horizon_variant,alpha360_VWAP11,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP11,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP11,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP11,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_11,ratio,,,,pending,none_proposal_only
alpha360_VWAP12,retain_semantic_or_horizon_variant,alpha360_VWAP12,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP12,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP12,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP12,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_12,ratio,,,,pending,none_proposal_only
alpha360_VWAP13,retain_semantic_or_horizon_variant,alpha360_VWAP13,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP13,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP13,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP13,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_13,ratio,,,,pending,none_proposal_only
alpha360_VWAP14,retain_semantic_or_horizon_variant,alpha360_VWAP14,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP14,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP14,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP14,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_14,ratio,,,,pending,none_proposal_only
alpha360_VWAP15,retain_semantic_or_horizon_variant,alpha360_VWAP15,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP15,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP15,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP15,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_15,ratio,,,,pending,none_proposal_only
alpha360_VWAP16,retain_semantic_or_horizon_variant,alpha360_VWAP16,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP16,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP16,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP16,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_16,ratio,,,,pending,none_proposal_only
alpha360_VWAP17,retain_semantic_or_horizon_variant,alpha360_VWAP17,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP17,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP17,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP17,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_17,ratio,,,,pending,none_proposal_only
alpha360_VWAP18,retain_semantic_or_horizon_variant,alpha360_VWAP18,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP18,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP18,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP18,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_18,ratio,,,,pending,none_proposal_only
alpha360_VWAP19,retain_semantic_or_horizon_variant,alpha360_VWAP19,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP19,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP19,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP19,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_19,ratio,,,,pending,none_proposal_only
alpha360_VWAP20,retain_semantic_or_horizon_variant,alpha360_VWAP20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP20,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_20,ratio,,,,pending,none_proposal_only
alpha360_VWAP21,retain_semantic_or_horizon_variant,alpha360_VWAP21,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP21,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP21,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP21,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_21,ratio,,,,pending,none_proposal_only
alpha360_VWAP22,retain_semantic_or_horizon_variant,alpha360_VWAP22,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP22,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP22,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP22,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_22,ratio,,,,pending,none_proposal_only
alpha360_VWAP23,retain_semantic_or_horizon_variant,alpha360_VWAP23,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP23,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP23,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,alpha360_VWAP23,1.0,Singleton is not evidence of independence,480,13,historical_vwap_to_current_close_ratio,lag_23,ratio,,,,pending,none_proposal_only
alpha360_VWAP24,retain_semantic_or_horizon_variant,alpha360_VWAP24,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP24,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP24,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP24,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_24,ratio,,,,pending,none_proposal_only
alpha360_VWAP25,retain_semantic_or_horizon_variant,alpha360_VWAP25,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP25,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP25,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,alpha360_VWAP25,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,historical_vwap_to_current_close_ratio,lag_25,ratio,,,,pending,none_proposal_only
