factor,canonical_factor_id,source,economic_family,primary_family,analysis_direction,direction_origin,rule_id,agreement,pass_count,backend_available_count,alphalens_candidate_status,jqfactor_candidate_status,qlib_candidate_status,alphalens_reasons,jqfactor_reasons,qlib_reasons,qlib_ic__mean,qlib_ic__valid_dates,annual_direction_agreement,alphalens_quantile_monotonicity_raw,alphalens_q5_minus_q1__mean,jqfactor_returns__mean,jqfactor_return_annual_direction_agreement,qlib_pearson__mean,qlib_long_short__mean,fdr_bh_q_value,fdr_by_q_value,ic_sample_coverage,direction_instability,regime_concentrated,warnings
kunquant_alpha101_alpha045,ada5bb43a08d24f20a96bca751fda748e3733ed39435da23bf5acf4b8495c3cf,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.020425080695708493,3361,1.0,0.7,0.0034404828344075837,0.0015606882851988847,0.9285714285714286,0.012333794999299662,0.0017174570134993088,0.0012528455151405,0.0090427193914192,0.8355518813810787,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha050,b8727b251e25c62c9ac179b43e532ad1154a76a6e09d578a3afee02361ba9631,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.04529285828309944,3361,1.0,0.9999999999999999,0.008035619811333118,0.0032781451719127966,0.8571428571428571,0.02891955005918734,0.004021780122888766,0.0012528455151405,0.0090427193914192,0.9289086640974387,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha050_canonical_vwap_v2,c78461fa1b19999a3b0849ca01db3640c3d69f02a70c1095cdd756f4833837f4,alpha101,TradingBehavior,TradingBehavior,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.04529171513009858,3361,1.0,0.9999999999999999,0.008036772129534055,0.0032780801743377175,0.8571428571428571,0.02891910152019319,0.004021750719550597,0.0012528455151405,0.0090427193914192,0.9289086640974387,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha055,25ed6e2dc9e6de151b3de6a51cd2c2f2014a5b3ef3e2d0a48c7e4cd26ebe92e5,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.037571886162281874,3361,1.0,0.9999999999999999,0.0079647230009348,0.003038902990455033,1.0,0.026304500355460655,0.003966322761284755,0.0012528455151405,0.0090427193914192,0.9506877963692354,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha071,879ef14c0c8c6c25aa675c0feaf36821879f5ea66e7e03a4db2dc79d34efef51,alpha101,Multi,OpaqueMultiInput,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,incomplete,2,2,unavailable,pass,pass,unavailable:positive_directional_quantile_spread;unavailable:directional_quantile_monotonicity_080;minimum_1260_quantile_dates,all_conditions_pass,all_conditions_pass,-0.022051083960419018,3361,0.7142857142857143,,,-0.000699676673731016,0.6428571428571429,-0.005470576255146281,-0.0012010628704878055,0.0012528455151405,0.0090427193914192,0.8684538107268046,True,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha077,9cf7fa7cc0b7d007f2a7ca68a498e1e8e90ae818205e8d941a1ac2041d1cb83f,alpha101,Multi,OpaqueMultiInput,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,-0.026118673855586756,3361,0.8571428571428571,-0.9999999999999999,-0.00440750474447046,-0.0020262070260160295,0.9285714285714286,-0.01809763684206192,-0.002218897208930688,0.0012528455151405,0.0090427193914192,0.9473182988538495,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha083,fbda8632786ec8465bc31b24dc939c5f04556e6e4498e4cc392258b5089853c5,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06816337445742433,3361,0.9285714285714286,0.8999999999999998,0.010828843481057967,0.005697192672416812,0.7857142857142857,0.03228758378861498,0.005415066967348575,0.0012528455151405,0.0090427193914192,0.9189065575931901,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha084,70dde1530ff31b673f7ddcd00d1b31014ee5ee656843d2a9fd1c56a62addb65d,alpha101,Multi,OpaqueMultiInput,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,-0.027988879941858117,3361,1.0,-0.3,-0.0052540063096293155,-0.004076415263226974,0.7142857142857143,-0.005737796006704209,-0.0027964241138818714,0.0012528455151405,0.0090427193914192,0.8085401319368776,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha084_canonical_vwap_v2,54cac56b33bd48f4e0998cc129943b40f7363d3c9395a0531c2f0816a7655171,alpha101,TradingBehavior,TradingBehavior,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,-0.02839889912794387,3361,1.0,-0.3,-0.005378742230628267,-0.004290135681047317,0.7142857142857143,-0.005865575152741018,-0.002882557797929894,0.0012528455151405,0.0090427193914192,0.8415919413330989,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha088,4a2f42e215d9398834a16345da5946f89776957ba0925f536d912f0717445b7a,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.07072282566695472,3361,1.0,0.39999999999999997,0.008729017618967775,0.003323516037879003,0.8571428571428571,0.03451966829272786,0.004373631034374748,0.0012528455151405,0.0090427193914192,0.9154602257142035,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha094,18ca76c116de1738adf8b78c615970e9794e213fc2ed36cd56eca0498e7e173f,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.043911050558529285,3361,0.9285714285714286,0.7,0.005948165790823231,0.003574305092387273,0.8571428571428571,0.03210940036047129,0.0034219372070119812,0.0012528455151405,0.0090427193914192,0.8978647018084112,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha094_canonical_vwap_v2,4e9751786417f4db2e8d4beb5264a0eaa8bd10009c2ce0b4f4565a46bb8793d4,alpha101,TradingBehavior,TradingBehavior,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.0443971747902632,3361,0.9285714285714286,0.7,0.0059826387824089,0.0035532002587063665,0.8571428571428571,0.032072688097709176,0.003429092757377928,0.0012528455151405,0.0090427193914192,0.9115265184637371,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
mature_amihud_illiquidity_20,ec70f531955d5956a978c7656fd22292da406b430deb309a0444dad793ded046,mature_public,Liquidity,LiquidityTrading,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.057596926975237224,3361,0.7857142857142857,0.9999999999999999,0.014368925238434587,0.004251436332799279,0.7142857142857143,0.03490475456791922,0.007190383354787665,0.0012528455151405,0.0090427193914192,0.9329710348088461,True,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
mature_book_to_market_pit,2c66d0cf11bed44d2c2540a5e16a7a5e041513291d66f0fadb88775c589415a7,mature_public,Value,Valuation,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.04148418546458807,3361,0.7142857142857143,0.8999999999999998,0.0043359193330009035,0.001512885320731962,0.6428571428571429,0.01556244409751233,0.0021708964217998644,0.0012528455151405,0.0090427193914192,0.9464197762862179,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
mature_book_to_price,d6a0d60dccbf5985afa33b6090faec36b068d936964743e1deadccd756c9681b,mature_public,Value,Valuation,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.0421998231877065,3361,0.7142857142857143,0.8999999999999998,0.004491849208590541,0.0015930382231685064,0.6428571428571429,0.016660916147463952,0.002247563307547862,0.0012528455151405,0.0090427193914192,0.9426858080717,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
mature_dividend_yield_ttm,01f8f414c035d94bf407fcdc5a92c132a4efd64a233fd578526ce6a637814925,mature_public,Value,Valuation,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,pass,fail,pass,all_conditions_pass,weighted_return_annual_agreement_060,all_conditions_pass,0.03671100954456034,3361,0.7857142857142857,0.8999999999999998,0.002833901837601201,0.001105035895604982,0.5714285714285714,0.013233649999739146,0.0014156636898492098,0.0012528455151405,0.0090427193914192,0.6837018705454634,False,False,low_sample_coverage;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
mature_downside_volatility_60,4d368aad6555bad4bd5c0e422e03d20095a43f5eb4dde30a917c4181964d4d28,mature_public,VolatilityRisk,RiskLottery,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,-0.04004475332260453,3361,0.7857142857142857,-0.6,-0.0026685505938886505,-0.0014043969694210578,0.7142857142857143,-0.01664448624885881,-0.001333831452732961,0.0012528455151405,0.0090427193914192,0.907857715488565,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
mature_earnings_to_price_pit,f28a25b4a4db9d81eb0cdaf352359befca73963e619589afbb16b3d86dee0f13,mature_public,Value,Valuation,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.03725152421537985,3361,0.9285714285714286,0.8999999999999998,0.0033719474432812794,0.002501751996316328,0.7857142857142857,0.01534413570318305,0.0016846588956837068,0.0012528455151405,0.0090427193914192,0.9464197762862179,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
mature_earnings_yield_ttm,0d27befa5d0ec4566cdea0f29badfe0abe55d860fe41fe9fc7c4d109b0c4c1cc,mature_public,Value,Valuation,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.03746212928808973,3361,0.8571428571428571,0.39999999999999997,0.0024535716205779197,0.0009881652981298301,0.6428571428571429,0.012135904316095722,0.0012213706041913925,0.0035545849499337,0.0256560875756547,0.835802540231958,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
mature_idiosyncratic_volatility_60,db1021d19ea04d8872fbdc625225e818d370a0fd8abf33627c6a82e8be76e631,mature_public,VolatilityRisk,RiskLottery,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,-0.08970630246105861,3361,1.0,-0.9999999999999999,-0.012331638299647178,-0.006349724195543575,0.9285714285714286,-0.05459000254565521,-0.006164707906419096,0.0012528455151405,0.0090427193914192,0.8424454544214615,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
mature_intraday_return_20,ca70352677b72e6a1992c84be7186b0b1aa79f9b576358a197beab0f81158f3e,mature_public,TradingBehavior,TradingBehavior,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,-0.06761251600915101,3361,1.0,-0.9999999999999999,-0.012226839470079295,-0.0066528136851705935,0.9285714285714286,-0.052820210077877496,-0.00611722244700745,0.0012528455151405,0.0090427193914192,0.9355224812498389,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
mature_log_total_market_cap,df84ec182bcc7f81178f053702933d1b2396c98773685106a3d530a8071d9e78,mature_public,Size,SizeStructure,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,-0.025915944186092926,3361,0.7142857142857143,-0.9999999999999999,-0.01033173072098376,-0.0037456686246880155,0.7142857142857143,-0.02263594812966212,-0.005170871846023272,0.0398731703079529,0.2877943736747355,0.9471565981320308,True,False,direction_instability;by_sensitivity_not_significant;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
mature_max_daily_return_21,0746a59c6bb4df3064bb11cba67254cf74dedece535790fdff66ce073f6577ea,mature_public,VolatilityRisk,RiskLottery,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,-0.07641407086388965,3361,1.0,-0.7,-0.00972523361292926,-0.005035838970345191,0.9285714285714286,-0.048419860109128715,-0.00486606956937818,0.0012528455151405,0.0090427193914192,0.9312590075788689,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
mature_parkinson_volatility_20,e167709fb176e791aaf8e939530c97375f9ef63ec6a74b98df0ce6c0b49ff284,mature_public,VolatilityRisk,RiskLottery,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,-0.08038272430994425,3361,0.9285714285714286,-0.6,-0.007874544986006388,-0.0044034612018148695,0.8571428571428571,-0.04454741157334631,-0.003942504870475046,0.0012528455151405,0.0090427193914192,0.9355224812498389,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
mature_realized_volatility_60,a0d273638bee5425306393cd4471ec766de5685e9c203c4208bf32afee688ad3,mature_public,VolatilityRisk,RiskLottery,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,-0.07209374424299993,3361,0.9285714285714286,-0.7,-0.0065688962767081055,-0.003720750010129991,0.7857142857142857,-0.037812729042666596,-0.0032810251718984225,0.0012528455151405,0.0090427193914192,0.9098717760255569,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
